OTU1_clean,OTU2_clean,weight
1CMET2-PWY,COA-PWY,0.904566327111939
1CMET2-PWY,DTDPRHAMSYN-PWY,-0.8206688521054009
1CMET2-PWY,PWY-7219,-0.5228033290420854
1CMET2-PWY,PWY-7237,0.9040817899733588
ARGSYN-PWY,DTDPRHAMSYN-PWY,-0.8384549965234493
ARGSYN-PWY,PWY-1269,0.9007389361879931
ARGSYN-PWY,PWY-7219,-0.5630417630007567
ARGSYN-PWY,PWY0-166,0.9016128517265215
ARGSYNBSUB-PWY,DTDPRHAMSYN-PWY,-0.9008468229814655
ARGSYNBSUB-PWY,NONOXIPENT-PWY,0.9034809400516327
ARGSYNBSUB-PWY,PWY-7184,0.8983538257037943
ARGSYNBSUB-PWY,PWY-7219,-0.7153331951436576
ARGSYNBSUB-PWY,PWY-7229,0.9037896493221923
ARO-PWY,DTDPRHAMSYN-PWY,-0.8290372812486376
ARO-PWY,PWY-1269,0.9038714046144913
ARO-PWY,PWY-7219,-0.5415717093008644
ARO-PWY,PWY-7400,0.9048237298133999
BRANCHED-CHAIN-AA-SYN-PWY,DTDPRHAMSYN-PWY,-0.09034127996449905
BRANCHED-CHAIN-AA-SYN-PWY,PWY-6385,0.8981368269306467
BRANCHED-CHAIN-AA-SYN-PWY,PWY-7221,0.9030676677425789
CALVIN-PWY,DTDPRHAMSYN-PWY,-0.39945342967939623
CALVIN-PWY,PWY-5686,0.9019321836811157
CALVIN-PWY,PWY-6737,0.9030474443762933
CITRULBIO-PWY,DTDPRHAMSYN-PWY,-0.9051482536448665
CITRULBIO-PWY,ILEUSYN-PWY,-0.08377587876790515
CITRULBIO-PWY,NONOXIPENT-PWY,0.9025573101178599
CITRULBIO-PWY,PWY-1042,-0.44084979099881005
CITRULBIO-PWY,PWY-6387,-0.06487774981905331
CITRULBIO-PWY,PWY-6609,-0.3680971989441201
CITRULBIO-PWY,PWY-7219,-0.7265246650009287
CITRULBIO-PWY,PWY-7229,0.902244849690489
CITRULBIO-PWY,PWY-7357,-0.00979711280509632
CITRULBIO-PWY,TRNA-CHARGING-PWY,-0.004064635889909466
CITRULBIO-PWY,VALSYN-PWY,-0.08377587876790515
COA-PWY,DTDPRHAMSYN-PWY,-0.819617707153099
COA-PWY,PWY-7219,-0.520466102154348
COA-PWY,PWY-7237,0.9046665231801728
COA-PWY-1,DTDPRHAMSYN-PWY,-0.6258824125142416
COA-PWY-1,PWY-3001,0.902361304389634
COA-PWY-1,PWY-3841,0.8958510423536452
COA-PWY-1,PWY-6151,0.9049905118788025
COA-PWY-1,PWY-7219,-0.15469313349198158
COMPLETE-ARO-PWY,DTDPRHAMSYN-PWY,-0.8058341119576422
COMPLETE-ARO-PWY,PANTOSYN-PWY,0.9033206251230846
COMPLETE-ARO-PWY,PWY-6121,0.9028532417389755
COMPLETE-ARO-PWY,PWY-7219,-0.49022743657792944
DTDPRHAMSYN-PWY,HISTSYN-PWY,-0.3273853240141391
DTDPRHAMSYN-PWY,NONOXIPENT-PWY,-0.9025573101178599
DTDPRHAMSYN-PWY,OANTIGEN-PWY,-0.6460952550052371
DTDPRHAMSYN-PWY,PANTO-PWY,-0.7770532165497711
DTDPRHAMSYN-PWY,PANTOSYN-PWY,-0.802291459085534
DTDPRHAMSYN-PWY,PEPTIDOGLYCANSYN-PWY,-0.0083022058211002
DTDPRHAMSYN-PWY,PWY-1042,0.44084979099881033
DTDPRHAMSYN-PWY,PWY-1269,-0.831220011757771
DTDPRHAMSYN-PWY,PWY-2942,-0.5123282642690319
DTDPRHAMSYN-PWY,PWY-3001,-0.6350470797948963
DTDPRHAMSYN-PWY,PWY-3841,-0.5950306265614095
DTDPRHAMSYN-PWY,PWY-4242,-0.8547882424285083
DTDPRHAMSYN-PWY,PWY-5097,-0.27181404233603523
DTDPRHAMSYN-PWY,PWY-5103,-0.3159038412435705
DTDPRHAMSYN-PWY,PWY-5667,-0.6547491071951557
DTDPRHAMSYN-PWY,PWY-5686,-0.38462943061905486
DTDPRHAMSYN-PWY,PWY-5695,-0.03360121542826974
DTDPRHAMSYN-PWY,PWY-5973,-0.8828992739548706
DTDPRHAMSYN-PWY,PWY-6121,-0.8101924965107221
DTDPRHAMSYN-PWY,PWY-6122,-0.7960495324286844
DTDPRHAMSYN-PWY,PWY-6125,-0.7961052886297834
DTDPRHAMSYN-PWY,PWY-6147,-0.7204523001103407
DTDPRHAMSYN-PWY,PWY-6151,-0.6264126736754644
DTDPRHAMSYN-PWY,PWY-6163,-0.5279456863938496
DTDPRHAMSYN-PWY,PWY-6277,-0.7960495324286844
DTDPRHAMSYN-PWY,PWY-6385,-0.12739351770538387
DTDPRHAMSYN-PWY,PWY-6386,-0.17637816447344204
DTDPRHAMSYN-PWY,PWY-6545,-0.8700272577194946
DTDPRHAMSYN-PWY,PWY-6700,-0.19149143777402852
DTDPRHAMSYN-PWY,PWY-6703,-0.6743339225105339
DTDPRHAMSYN-PWY,PWY-6737,-0.38974001496552285
DTDPRHAMSYN-PWY,PWY-6897,-0.021170015600238585
DTDPRHAMSYN-PWY,PWY-7111,-0.3156923077430825
DTDPRHAMSYN-PWY,PWY-7184,-0.8937614566166533
DTDPRHAMSYN-PWY,PWY-7208,-0.7170749710584996
DTDPRHAMSYN-PWY,PWY-7219,0.7265246650009287
DTDPRHAMSYN-PWY,PWY-7221,-0.10163151678026178
DTDPRHAMSYN-PWY,PWY-7228,-0.6912584580524221
DTDPRHAMSYN-PWY,PWY-7229,-0.902244849690489
DTDPRHAMSYN-PWY,PWY-7237,-0.818742914656008
DTDPRHAMSYN-PWY,PWY-724,-0.5825647778041652
DTDPRHAMSYN-PWY,PWY-7400,-0.8295970981612258
DTDPRHAMSYN-PWY,PWY-7539,-0.7850763233708913
DTDPRHAMSYN-PWY,PWY-841,-0.8600096868573254
DTDPRHAMSYN-PWY,PWY0-1296,-0.8824341501028569
DTDPRHAMSYN-PWY,PWY0-1319,-0.6547491071951557
DTDPRHAMSYN-PWY,PWY0-1586,-0.6413817731700748
DTDPRHAMSYN-PWY,PWY0-166,-0.8440737951792691
DTDPRHAMSYN-PWY,PYRIDNUCSYN-PWY,-0.6412897609776771
DTDPRHAMSYN-PWY,RIBOSYN2-PWY,-0.5386161920916842
DTDPRHAMSYN-PWY,SER-GLYSYN-PWY,-0.8658617324686206
DTDPRHAMSYN-PWY,THRESYN-PWY,-0.791392529771509
DTDPRHAMSYN-PWY,TRPSYN-PWY,-0.8893925547391455
DTDPRHAMSYN-PWY,UDPNAGSYN-PWY,-0.877841617307085
HISTSYN-PWY,PWY-5103,0.9028070049003483
HISTSYN-PWY,PWY-7111,0.9027635411241612
ILEUSYN-PWY,NONOXIPENT-PWY,-0.06970437979893239
ILEUSYN-PWY,PWY-1042,0.8043053114185449
ILEUSYN-PWY,PWY-6387,0.9016544839197309
ILEUSYN-PWY,VALSYN-PWY,0.9051482536448665
NONOXIPENT-PWY,PWY-1042,-0.42937487529928936
NONOXIPENT-PWY,PWY-6387,-0.05077021879149272
NONOXIPENT-PWY,PWY-6609,-0.3557967844015371
NONOXIPENT-PWY,PWY-7219,-0.7197721750107171
NONOXIPENT-PWY,PWY-7229,0.9048436858244344
NONOXIPENT-PWY,VALSYN-PWY,-0.06970437979893239
OANTIGEN-PWY,PWY-5667,0.9024005682960948
OANTIGEN-PWY,PWY-7219,-0.18764385483030627
OANTIGEN-PWY,PWY0-1319,0.9024005682960948
OANTIGEN-PWY,PWY0-1586,0.9036830910273106
OANTIGEN-PWY,PYRIDNUCSYN-PWY,0.9036544282407389
PANTO-PWY,PWY-7219,-0.42944543818415354
PANTO-PWY,PWY-7539,0.9013597517625846
PANTO-PWY,THRESYN-PWY,0.8981838862285694
PANTOSYN-PWY,PWY-6121,0.9009836906146711
PANTOSYN-PWY,PWY-6125,0.90200541748896
PANTOSYN-PWY,PWY-7219,-0.48257633157866275
PEPTIDOGLYCANSYN-PWY,PWY-5695,0.9004680760022883
PEPTIDOGLYCANSYN-PWY,PWY-6897,0.9027951339769972
PEPTIDOGLYCANSYN-PWY,PWY-7357,0.9018233871998038
PEPTIDOGLYCANSYN-PWY,TRNA-CHARGING-PWY,0.902888261553228
PWY-1042,PWY-6609,0.8881158090189968
PWY-1042,PWY-7219,0.7825663902960412
PWY-1269,PWY-7219,-0.5465146297537198
PWY-1269,PWY-7400,0.9041990122901189
PWY-2942,PWY-6163,0.9012032701228225
PWY-2942,RIBOSYN2-PWY,0.8983644563732993
PWY-3001,PWY-6151,0.9025231879961172
PWY-3001,PWY-7219,-0.16950448205857457
PWY-3001,PWY0-1586,0.9031979946947777
PWY-3001,PYRIDNUCSYN-PWY,0.9032267863673348
PWY-3841,PWY-7219,-0.106341968536631
PWY-3841,PWY-724,0.9016398320573907
PWY-4242,PWY-7219,-0.6011803697809514
PWY-4242,PWY-841,0.9015212761454281
PWY-4242,PWY0-166,0.8979451662361186
PWY-5097,PWY-5103,0.8960346747588542
PWY-5097,PWY-7111,0.8960809820075349
PWY-5103,PWY-7111,0.9051057846389169
PWY-5667,PWY-6703,0.898603483381817
PWY-5667,PWY-7219,-0.20207392957143028
PWY-5667,PWY0-1319,0.9051482536448665
PWY-5686,PWY-6737,0.904055940542968
PWY-5695,PWY-6897,0.9028746532767001
PWY-5973,PWY-7219,-0.6696420925919476
PWY-5973,PWY0-1296,0.904767032986096
PWY-5973,TRPSYN-PWY,0.8995307367087942
PWY-5973,UDPNAGSYN-PWY,0.9010010202548799
PWY-6121,PWY-7219,-0.4997074918937481
PWY-6122,PWY-6125,0.9051207407213194
PWY-6122,PWY-6277,0.9051482536448665
PWY-6122,PWY-7219,-0.46921326744232084
PWY-6122,THRESYN-PWY,0.9028476575788542
PWY-6125,PWY-6277,0.9051207407213194
PWY-6125,PWY-7219,-0.4693319745346118
PWY-6147,PWY-7208,0.9038776427933122
PWY-6147,PWY-7219,-0.31844167076265556
PWY-6147,PWY-7228,0.8940548902081249
PWY-6151,PWY-7219,-0.15554437338334084
PWY-6163,PWY-7219,-0.008619657142686437
PWY-6163,RIBOSYN2-PWY,0.902416976438806
PWY-6277,PWY-7219,-0.46921326744232084
PWY-6277,THRESYN-PWY,0.9028476575788542
PWY-6385,PWY-6386,0.8956626933303902
PWY-6385,PWY-6700,0.8925250165160222
PWY-6385,PWY-7221,0.9003177062165258
PWY-6386,PWY-6700,0.9022811262650359
PWY-6387,VALSYN-PWY,0.9016544839197309
PWY-6545,PWY-7219,-0.6378371598874933
PWY-6545,SER-GLYSYN-PWY,0.9020493708667122
PWY-6545,UDPNAGSYN-PWY,0.8989867112971024
PWY-6609,PWY-7219,0.7464515056040893
PWY-6609,VALSYN-PWY,0.832967763947312
PWY-6703,PWY-7219,-0.23547332628396328
PWY-6703,PWY-7228,0.8992502215545529
PWY-7184,PWY-7219,-0.6971036597267349
PWY-7184,TRPSYN-PWY,0.9012231925736074
PWY-7208,PWY-7219,-0.31214929750434767
PWY-7208,PWY-7228,0.8954482145022576
PWY-7219,PWY-7228,-0.2651957780253521
PWY-7219,PWY-7229,-0.7189601742944699
PWY-7219,PWY-7237,-0.5185244075604183
PWY-7219,PWY-724,-0.08743966595317712
PWY-7219,PWY-7400,-0.5428375549382284
PWY-7219,PWY-7539,-0.4460785551544078
PWY-7219,PWY-841,-0.6136212700513849
PWY-7219,PWY0-1296,-0.6684790524744583
PWY-7219,PWY0-1319,-0.20207392957143028
PWY-7219,PWY0-1586,-0.17986661968142195
PWY-7219,PWY0-166,-0.5760307795121321
PWY-7219,PYRIDNUCSYN-PWY,-0.17971537173502578
