OTU1_clean,OTU2_clean,weight
1CMET2-PWY,DTDPRHAMSYN-PWY,-0.14698383322305206
1CMET2-PWY,PANTOSYN-PWY,0.9017812022812276
1CMET2-PWY,PWY-5973,0.899471039897208
ANAEROFRUCAT-PWY,DTDPRHAMSYN-PWY,-0.7096775669808503
ANAEROFRUCAT-PWY,PWY-1042,-0.5273333019650926
ANAEROFRUCAT-PWY,PWY-6125,0.9043441260540968
ANAEROFRUCAT-PWY,PWY-6317,0.9051228726019824
ANAEROFRUCAT-PWY,PWY-6892,0.9007175316816147
ANAEROFRUCAT-PWY,PWY-7228,0.9034509241504922
ANAGLYCOLYSIS-PWY,DTDPRHAMSYN-PWY,-0.3151659027622412
ANAGLYCOLYSIS-PWY,PWY-1042,-0.026174830543732867
ANAGLYCOLYSIS-PWY,PWY-3001,0.902442212605531
ANAGLYCOLYSIS-PWY,PWY0-1296,0.902329221513784
ARGSYN-PWY,HISTSYN-PWY,0.9046094899012219
ARGSYN-PWY,PWY-7184,-0.06289266216807006
ARGSYN-PWY,PWY-7400,0.9039836001942444
ARGSYN-PWY,THISYNARA-PWY,-0.07919443142062982
ARGSYNBSUB-PWY,PWY-3841,0.903412702005805
ARGSYNBSUB-PWY,PWY-7184,-0.018705241040312875
ARGSYNBSUB-PWY,PWY-7357,0.902476443362621
ARGSYNBSUB-PWY,THISYNARA-PWY,-0.0350778619612988
ARO-PWY,COMPLETE-ARO-PWY,0.8984755657474729
ARO-PWY,DTDPRHAMSYN-PWY,-0.049607420553050625
ARO-PWY,GLUTORN-PWY,0.8997866151734344
ASPASN-PWY,DTDPRHAMSYN-PWY,-0.7494111922188506
ASPASN-PWY,PWY-1042,-0.5859792767124984
ASPASN-PWY,PWY-6527,0.901745929074859
ASPASN-PWY,PWY-6936,0.8947232272692712
BRANCHED-CHAIN-AA-SYN-PWY,PWY-6385,0.8977674551072509
BRANCHED-CHAIN-AA-SYN-PWY,PWY-6700,0.8958603785807575
BRANCHED-CHAIN-AA-SYN-PWY,PWY-7184,-0.48378195175114586
BRANCHED-CHAIN-AA-SYN-PWY,PWY-7221,0.9016965283697969
BRANCHED-CHAIN-AA-SYN-PWY,THISYNARA-PWY,-0.4962321964590689
CALVIN-PWY,PWY-5097,0.8931974962666847
CALVIN-PWY,PWY-5667,0.9018100684891589
CALVIN-PWY,PWY-7184,-0.3693402243898748
