OTU1_clean,OTU2_clean,weight
1CMET2-PWY,CALVIN-PWY,0.8983984144875505
1CMET2-PWY,COA-PWY-1,0.8958526939758343
1CMET2-PWY,PWY-2942,0.8984678454160411
1CMET2-PWY,PWY-6737,0.9020334378470368
1CMET2-PWY,THISYN-PWY,-0.020901293633807782
ANAEROFRUCAT-PWY,ASPASN-PWY,0.9045296445802529
ANAEROFRUCAT-PWY,DTDPRHAMSYN-PWY,-0.814047117081913
ANAEROFRUCAT-PWY,PWY-7357,0.9018945424188167
ANAEROFRUCAT-PWY,PWY66-422,0.9033367636786322
ANAEROFRUCAT-PWY,TRNA-CHARGING-PWY,-0.704056679541693
ANAGLYCOLYSIS-PWY,BRANCHED-CHAIN-AA-SYN-PWY,0.9016724317505145
ANAGLYCOLYSIS-PWY,DTDPRHAMSYN-PWY,-0.13851958940864478
ANAGLYCOLYSIS-PWY,PWY-6163,0.9002418456531323
ANAGLYCOLYSIS-PWY,RIBOSYN2-PWY,0.8977886143333178
ARGSYN-PWY,COMPLETE-ARO-PWY,0.904163359024913
ARGSYN-PWY,DTDPRHAMSYN-PWY,-0.3119968329197821
ARGSYN-PWY,PWY-7400,0.9019927348557162
ARGSYN-PWY,TRNA-CHARGING-PWY,-0.05907555884525236
ARGSYNBSUB-PWY,DTDPRHAMSYN-PWY,-0.4887625417720038
ARGSYNBSUB-PWY,PANTO-PWY,0.90248797824644
ARGSYNBSUB-PWY,PWY-5973,0.9029413256806099
ARGSYNBSUB-PWY,PWY-6121,0.8844700665216065
ARGSYNBSUB-PWY,TRNA-CHARGING-PWY,-0.26438912711204915
ARO-PWY,DTDPRHAMSYN-PWY,-0.28512124318735643
ARO-PWY,PWY-6122,0.9012652473125069
ARO-PWY,PWY-6277,0.9012652473125069
ARO-PWY,PWY-7400,0.9028976458421862
ARO-PWY,TRNA-CHARGING-PWY,-0.029627389663925457
ASPASN-PWY,DTDPRHAMSYN-PWY,-0.8151951258252563
ASPASN-PWY,PWY-6317,0.903962712366472
ASPASN-PWY,PWY66-422,0.903962712366472
ASPASN-PWY,TRNA-CHARGING-PWY,-0.7057735949284704
BRANCHED-CHAIN-AA-SYN-PWY,DTDPRHAMSYN-PWY,-0.11992819107937466
BRANCHED-CHAIN-AA-SYN-PWY,PWY-6163,0.8965959880218055
BRANCHED-CHAIN-AA-SYN-PWY,RIBOSYN2-PWY,0.9013946081099398
CALVIN-PWY,NONOXIPENT-PWY,-0.0036597340006923984
CALVIN-PWY,PWY-6737,0.9016228269490884
CALVIN-PWY,THISYN-PWY,-0.05698915708618542
COA-PWY,DTDPRHAMSYN-PWY,-0.6283382027665861
COA-PWY,PWY-6126,0.8963909381435207
COA-PWY,PWY-7663,0.8999395760632577
COA-PWY,TRNA-CHARGING-PWY,-0.44227367797778827
COA-PWY-1,DTDPRHAMSYN-PWY,-0.028279276956420817
COA-PWY-1,PWY-2942,0.9026963496157749
COMPLETE-ARO-PWY,DTDPRHAMSYN-PWY,-0.3070929832232164
COMPLETE-ARO-PWY,PWY-7400,0.9029988002009306
COMPLETE-ARO-PWY,TRNA-CHARGING-PWY,-0.05366926939976675
DTDPRHAMSYN-PWY,GLUTORN-PWY,-0.7443742048852744
DTDPRHAMSYN-PWY,GLYCOGENSYNTH-PWY,-0.8790504534349751
DTDPRHAMSYN-PWY,HISTSYN-PWY,-0.211276306500315
DTDPRHAMSYN-PWY,NONOXIPENT-PWY,-0.8950202723690822
DTDPRHAMSYN-PWY,OANTIGEN-PWY,-0.8525775447836998
DTDPRHAMSYN-PWY,PANTO-PWY,-0.49974194831348584
DTDPRHAMSYN-PWY,PANTOSYN-PWY,-0.5938507947613424
DTDPRHAMSYN-PWY,PHOSLIPSYN-PWY,-0.8058226773549328
DTDPRHAMSYN-PWY,PWY-2942,-0.014881113061436904
DTDPRHAMSYN-PWY,PWY-3001,-0.659941758661455
DTDPRHAMSYN-PWY,PWY-4242,-0.6829484931127101
DTDPRHAMSYN-PWY,PWY-4981,-0.888040649903011
DTDPRHAMSYN-PWY,PWY-5103,-0.24087376829702564
DTDPRHAMSYN-PWY,PWY-5154,-0.7758329501089057
DTDPRHAMSYN-PWY,PWY-5973,-0.4795142981364451
DTDPRHAMSYN-PWY,PWY-6121,-0.4056299075086241
DTDPRHAMSYN-PWY,PWY-6122,-0.26563973609442765
DTDPRHAMSYN-PWY,PWY-6123,-0.8366194910484356
DTDPRHAMSYN-PWY,PWY-6124,-0.8806119138155156
DTDPRHAMSYN-PWY,PWY-6126,-0.6556378955061536
DTDPRHAMSYN-PWY,PWY-6147,-0.7187328090050887
DTDPRHAMSYN-PWY,PWY-6163,-0.1644160289693694
DTDPRHAMSYN-PWY,PWY-6168,-0.7983381902180199
DTDPRHAMSYN-PWY,PWY-6277,-0.26563973609442765
DTDPRHAMSYN-PWY,PWY-6317,-0.8173713574524825
DTDPRHAMSYN-PWY,PWY-6527,-0.7498403899771413
DTDPRHAMSYN-PWY,PWY-6609,0.8138102549540746
DTDPRHAMSYN-PWY,PWY-6703,-0.5198787830925184
DTDPRHAMSYN-PWY,PWY-6897,-0.7684151949836858
DTDPRHAMSYN-PWY,PWY-7229,-0.5339738135180379
DTDPRHAMSYN-PWY,PWY-7237,-0.5425147358003433
DTDPRHAMSYN-PWY,PWY-724,-0.588918918510037
DTDPRHAMSYN-PWY,PWY-7357,-0.8079833211432041
DTDPRHAMSYN-PWY,PWY-7400,-0.29639610934023186
DTDPRHAMSYN-PWY,PWY-7539,-0.7506219779450606
DTDPRHAMSYN-PWY,PWY-7663,-0.6110322895150854
DTDPRHAMSYN-PWY,PWY0-1586,-0.2191888724212216
DTDPRHAMSYN-PWY,PWY66-422,-0.8173713574524825
DTDPRHAMSYN-PWY,PYRIDNUCSYN-PWY,-0.5359698626929742
DTDPRHAMSYN-PWY,RIBOSYN2-PWY,-0.09978348328365197
DTDPRHAMSYN-PWY,THISYN-PWY,-0.9051482536448665
DTDPRHAMSYN-PWY,THRESYN-PWY,-0.8271065908628952
DTDPRHAMSYN-PWY,TRNA-CHARGING-PWY,0.8444223907192924
DTDPRHAMSYN-PWY,TRPSYN-PWY,-0.82311067418958
GLUTORN-PWY,PWY-6147,0.8946599506126687
GLUTORN-PWY,PWY-6527,0.9028873300194128
GLUTORN-PWY,PWY-7539,0.9025564011259116
GLUTORN-PWY,TRNA-CHARGING-PWY,-0.6022094492730936
GLYCOGENSYNTH-PWY,PWY-4981,0.8974571673368427
GLYCOGENSYNTH-PWY,PWY-6124,0.9038913007044408
GLYCOGENSYNTH-PWY,TRNA-CHARGING-PWY,-0.8033410053142132
HISTSYN-PWY,PWY-5103,0.899349329513965
HISTSYN-PWY,PWY0-1586,0.9036376249281034
ILEUSYN-PWY,NONOXIPENT-PWY,-0.059487094626689066
ILEUSYN-PWY,PWY-5097,0.9044669161226432
ILEUSYN-PWY,PWY-7111,0.9051482536448665
ILEUSYN-PWY,THISYN-PWY,-0.11247076460707789
ILEUSYN-PWY,VALSYN-PWY,0.9051482536448665
NONOXIPENT-PWY,PEPTIDOGLYCANSYN-PWY,-0.7897486043290156
NONOXIPENT-PWY,PWY-1042,-0.6741477785585612
NONOXIPENT-PWY,PWY-3841,-0.34638701670507
NONOXIPENT-PWY,PWY-4981,0.8988060368291796
NONOXIPENT-PWY,PWY-5097,-0.06323054375713327
NONOXIPENT-PWY,PWY-5667,-0.2053132245793707
NONOXIPENT-PWY,PWY-5686,-0.37563809367680395
NONOXIPENT-PWY,PWY-5695,-0.2478198132061087
