OTU1_clean,OTU2_clean,weight
1CMET2-PWY,COA-PWY,0.8921093104202713
1CMET2-PWY,PWY-4242,0.8998968189531843
1CMET2-PWY,PWY-5104,-0.3197767551013749
1CMET2-PWY,PWY-6897,-0.2807104027785755
ANAEROFRUCAT-PWY,ILEUSYN-PWY,-0.5506642046597495
ANAEROFRUCAT-PWY,PWY-6124,0.8977654305270522
ANAEROFRUCAT-PWY,PWY0-1586,0.896966550716393
ANAEROFRUCAT-PWY,VALSYN-PWY,-0.5506642046597495
ANAGLYCOLYSIS-PWY,ILEUSYN-PWY,-0.026941464579814056
ANAGLYCOLYSIS-PWY,PWY-2942,0.9037551439241517
ANAGLYCOLYSIS-PWY,PWY-7357,0.9026924863977518
ANAGLYCOLYSIS-PWY,VALSYN-PWY,-0.026941464579814056
ARGSYN-PWY,COMPLETE-ARO-PWY,0.9038711303842971
ARGSYN-PWY,PWY-5104,-0.730606764592024
ARGSYN-PWY,PWY-6386,0.9018300789911539
ARGSYN-PWY,PWY-6897,-0.7099496120889677
ARGSYN-PWY,PWY-7400,0.9031620344558939
ARGSYNBSUB-PWY,ARO-PWY,0.9034807716049904
ARGSYNBSUB-PWY,PWY-5104,-0.7776185391107102
ARGSYNBSUB-PWY,PWY-6163,0.9013149301691079
ARGSYNBSUB-PWY,PWY-6897,-0.7600664786145732
ARGSYNBSUB-PWY,PWY-7221,0.9006979172421834
ARO-PWY,PWY-5104,-0.7739750839072455
ARO-PWY,PWY-6897,-0.7561748979869038
ARO-PWY,PWY-7221,0.9024110114831256
BRANCHED-CHAIN-AA-SYN-PWY,GLYCOGENSYNTH-PWY,0.9023947054290472
BRANCHED-CHAIN-AA-SYN-PWY,PWY-5104,-0.7070155507210506
BRANCHED-CHAIN-AA-SYN-PWY,PWY-6387,0.9026626172435339
BRANCHED-CHAIN-AA-SYN-PWY,PWY-6897,-0.6848788091701871
CALVIN-PWY,PEPTIDOGLYCANSYN-PWY,0.9013470087922927
CALVIN-PWY,PWY-5103,0.9015147975715995
CALVIN-PWY,PWY-5104,-0.6549518987376061
CALVIN-PWY,PWY-6121,0.9014117208048174
CALVIN-PWY,PWY-6897,-0.6297346902872837
COA-PWY,PWY-4242,0.8861791079555243
COA-PWY,PWY-5104,-0.2576249899268475
COA-PWY,PWY-6527,0.8949485023125386
COA-PWY,PWY-6700,0.9049646601492095
COA-PWY,PWY-6897,-0.21710657845115758
COA-PWY-1,GLUTORN-PWY,0.902892627270839
COA-PWY-1,PWY-5097,0.895274118930804
COA-PWY-1,PWY-5104,-0.6084601163275908
COA-PWY-1,PWY-6897,-0.5807059898551233
COA-PWY-1,TRNA-CHARGING-PWY,0.9000317070335185
COBALSYN-PWY,ILEUSYN-PWY,-0.8701071585186875
COBALSYN-PWY,NONMEVIPP-PWY,0.9017870128545402
COBALSYN-PWY,PWY-6471,0.9005807917241927
COBALSYN-PWY,PWY-7111,-0.8701071585186875
COMPLETE-ARO-PWY,PWY-5104,-0.7273159122583199
COMPLETE-ARO-PWY,PWY-6386,0.900510611557842
COMPLETE-ARO-PWY,PWY-6897,-0.7064492195064483
COMPLETE-ARO-PWY,PWY-7400,0.9044481056247655
DTDPRHAMSYN-PWY,PWY-5104,-0.8439710257880029
DTDPRHAMSYN-PWY,PWY-5686,0.8726447416212868
DTDPRHAMSYN-PWY,PWY-6897,-0.8311585909788497
DTDPRHAMSYN-PWY,PWY-7219,0.873863240886926
GLUCONEO-PWY,ILEUSYN-PWY,-0.8874921714073907
GLUCONEO-PWY,PWY-7111,-0.8874921714073907
GLUCONEO-PWY,PWY-7199,0.8978451035127875
GLUCONEO-PWY,THISYNARA-PWY,0.9023860124151635
GLUTORN-PWY,PWY-5104,-0.6161753782851234
GLUTORN-PWY,PWY-6897,-0.5888283420911541
GLUTORN-PWY,TRNA-CHARGING-PWY,0.902350377166046
GLYCOGENSYNTH-PWY,PWY-5104,-0.6994176882189955
GLYCOGENSYNTH-PWY,PWY-6387,0.8998407045142768
GLYCOGENSYNTH-PWY,PWY-6897,-0.6768155683243047
GLYCOLYSIS,ILEUSYN-PWY,-0.8523698190087111
GLYCOLYSIS,PWY-5188,0.9049196056746922
GLYCOLYSIS,UDPNAGSYN-PWY,0.903403618910268
GLYCOLYSIS,VALSYN-PWY,-0.8523698190087111
